"Gene","GENENAME","AIS_vs_Normal","MIA_vs_Normal","LUAD_vs_Normal","MIA_vs_AIS","LUAD_vs_AIS","LUAD_vs_MIA","Pattern"
"MDK","midkine",0.260957243,0.598613396,1.98679824,0.337656153,1.725840998,1.388184844,"p6"
"MEGF10","multiple EGF like domains 10",-0.323029451,0.299812934,1.727135127,0.622842384,2.050164577,1.427322193,"p6"
"MELK","maternal embryonic leucine zipper kinase",0.515112718,0.587343766,2.610122975,0.072231048,2.095010257,2.022779209,"p6"
"MEX3A","mex-3 RNA binding family member A",0.334711432,1.143516367,2.901170465,0.808804935,2.566459033,1.757654098,"p6"
"MKI67","marker of proliferation Ki-67",0.609638883,0.339281495,2.11530498,-0.270357388,1.505666097,1.776023485,"p6"
"MMP9","matrix metallopeptidase 9",0.572135307,1.022795836,3.034763648,0.450660529,2.462628341,2.011967812,"p6"
"MXRA5","matrix remodeling associated 5",-0.244059909,0.350368085,1.636536005,0.594427994,1.880595914,1.28616792,"p6"
"MYADML2","myeloid associated differentiation marker like 2",0.931324814,0.925382549,2.24943362,-0.005942265,1.318108806,1.324051072,"p6"
"NCAPG","non-SMC condensin I complex subunit G",0.74311709,0.775713489,1.890439675,0.032596399,1.147322585,1.114726186,"p6"
"NCAPH","non-SMC condensin I complex subunit H",0.618064307,0.561545836,1.628696383,-0.05651847,1.010632076,1.067150546,"p6"
"NDC80","NDC80 kinetochore complex component",0.818685382,0.207563721,2.050924948,-0.611121661,1.232239566,1.843361227,"p6"
"NEIL3","nei like DNA glycosylase 3",0.366160486,0.418770086,1.700396329,0.052609599,1.334235843,1.281626244,"p6"
"NEK2","NIMA related kinase 2",0.766077138,0.61728433,2.271722882,-0.148792808,1.505645744,1.654438553,"p6"
"NGEF","neuronal guanine nucleotide exchange factor",0.816546661,0.873344185,2.357124844,0.056797523,1.540578183,1.48378066,"p6"
"NKX3-2","NK3 homeobox 2",-0.121306296,-0.668794092,2.738780591,-0.547487795,2.860086887,3.407574682,"p6"
"NOX1","NADPH oxidase 1",0.081476974,0.006785372,2.374590718,-0.074691603,2.293113743,2.367805346,"p6"
"NQO1","NAD(P)H quinone dehydrogenase 1",0.833128159,0.93860771,1.980910843,0.105479551,1.147782683,1.042303132,"p6"
"NRK","Nik related kinase",-0.010244814,-0.109233908,1.975733531,-0.098989095,1.985978345,2.084967439,"p6"
"NUF2","NUF2 component of NDC80 kinetochore complex",0.649209424,0.328330371,1.984415934,-0.320879053,1.33520651,1.656085562,"p6"
"NUSAP1","nucleolar and spindle associated protein 1",0.559745942,0.574253152,1.724663865,0.01450721,1.164917923,1.150410713,"p6"
"ORC1","origin recognition complex subunit 1",0.609908858,0.347590252,1.51442138,-0.262318606,0.904512522,1.166831128,"p6"
"OXCT2","3-oxoacid CoA-transferase 2",-0.170470285,-0.168940386,0.888258376,0.001529899,1.058728662,1.057198762,"p6"
"P2RY6","pyrimidinergic receptor P2Y6",0.270280131,0.624300617,1.810580613,0.354020486,1.540300482,1.186279995,"p6"
"P4HA3","prolyl 4-hydroxylase subunit alpha 3",0.042401612,0.519522057,1.626464195,0.477120444,1.584062583,1.106942139,"p6"
"PAQR4","progestin and adipoQ receptor family member 4",-0.106427111,0.223074859,1.271237507,0.329501969,1.377664618,1.048162649,"p6"
"PARPBP","PARP1 binding protein",0.193873536,0.290280799,1.353140804,0.096407263,1.159267268,1.062860005,"p6"
"PATE4","prostate and testis expressed 4",-0.115855692,0.185101873,1.331948755,0.300957565,1.447804448,1.146846882,"p6"
"PCDH7","protocadherin 7",-0.718536687,-0.23482828,0.809769056,0.483708407,1.528305743,1.044597335,"p6"
"PCP4L1","Purkinje cell protein 4 like 1",0.062626408,0.468862223,1.83496731,0.406235816,1.772340902,1.366105087,"p6"
"PGM2L1","phosphoglucomutase 2 like 1",0.021866653,0.45037646,1.671367216,0.428509808,1.649500563,1.220990755,"p6"
"PITX1","paired like homeodomain 1",0.199900959,0.715489757,2.626476872,0.515588798,2.426575913,1.910987115,"p6"
"PKMYT1","protein kinase, membrane associated tyrosine/threonine 1",0.305983114,0.601393555,1.893407338,0.295410441,1.587424224,1.292013782,"p6"
"PLAU","plasminogen activator, urokinase",0.23074153,0.166217105,1.732804674,-0.064524425,1.502063144,1.566587569,"p6"
"PLEKHS1","pleckstrin homology domain containing S1",0.047041267,0.769756946,2.21253368,0.722715679,2.165492413,1.442776734,"p6"
"PLOD2","procollagen-lysine,2-oxoglutarate 5-dioxygenase 2",-0.076407527,-0.057864192,1.124226215,0.018543335,1.200633742,1.182090407,"p6"
"PLXNB3","plexin B3",-0.367395054,-0.488867574,1.583612578,-0.12147252,1.951007632,2.072480152,"p6"
"PNMA6A","PNMA family member 6A",0.714673935,0.694767055,2.237381656,-0.01990688,1.522707721,1.542614601,"p6"
"POLQ","DNA polymerase theta",0.462194707,0.463200186,2.298104785,0.001005479,1.835910079,1.834904599,"p6"
"POU4F1","POU class 4 homeobox 1",0.829548507,1.070432882,2.882125201,0.240884375,2.052576694,1.81169232,"p6"
"POU6F2","POU class 6 homeobox 2",0.161667737,-0.52589069,3.362828143,-0.687558427,3.201160407,3.888718833,"p6"
"PPFIA4","PTPRF interacting protein alpha 4",-0.306023998,-0.516588968,1.125915152,-0.21056497,1.43193915,1.64250412,"p6"
"PPP2R2C","protein phosphatase 2 regulatory subunit Bgamma",0.56382253,0.705390556,2.067766699,0.141568026,1.503944169,1.362376143,"p6"
"PRC1","protein regulator of cytokinesis 1",0.331278837,0.151564749,1.21764941,-0.179714088,0.886370574,1.066084662,"p6"
"PRLR","prolactin receptor",-0.670862921,-0.046680435,1.42397195,0.624182486,2.094834871,1.470652385,"p6"
"PRR11","proline rich 11",0.070408644,0.102642311,1.369453533,0.032233667,1.299044889,1.266811222,"p6"
"PRR7","proline rich 7, synaptic",0.070958949,0.099170598,1.446469916,0.02821165,1.375510967,1.347299317,"p6"
"PRSS50","serine protease 50",0.68492986,1.042477141,2.087849631,0.357547281,1.40291977,1.045372489,"p6"
"PTCHD3","patched domain containing 3",-0.152079526,-0.312846854,1.676130019,-0.160767328,1.828209545,1.988976873,"p6"
"PTTG1","PTTG1 regulator of sister chromatid separation, securin",0.448769414,0.192182102,1.521585109,-0.256587312,1.072815694,1.329403006,"p6"
"RAD54L","RAD54 like",0.409604685,0.552404424,1.729233758,0.14279974,1.319629073,1.176829333,"p6"
"RAMP1","receptor activity modifying protein 1",-0.013570905,0.436467955,1.626982931,0.450038861,1.640553836,1.190514976,"p6"
"RECQL4","RecQ like helicase 4",0.291466418,0.428463303,1.742795588,0.136996885,1.45132917,1.314332285,"p6"
"RFX8","RFX family member 8, lacking RFX DNA binding domain",-0.754728171,-0.644338685,0.923046761,0.110389486,1.677774932,1.567385446,"p6"
"RGS17","regulator of G protein signaling 17",0.248296613,0.817560238,1.900736489,0.569263624,1.652439875,1.083176251,"p6"
"RHBDL2","rhomboid like 2",0.768495143,1.511920993,2.764928319,0.74342585,1.996433176,1.253007326,"p6"
"RHCE","Rh blood group CcEe antigens",0.812489958,1.600132063,2.737263044,0.787642105,1.924773086,1.137130981,"p6"
"RIBC2","RIB43A domain with coiled-coils 2",-0.673929203,0.120583414,1.575451286,0.794512617,2.249380489,1.454867872,"p6"
"RNF212","ring finger protein 212",0.741771501,0.680923662,1.997156069,-0.060847839,1.255384568,1.316232407,"p6"
"RPL39L","ribosomal protein L39 like",0.192307274,0.20616889,1.519400814,0.013861616,1.32709354,1.313231924,"p6"
"RRM2","ribonucleotide reductase regulatory subunit M2",0.605952641,0.557108926,2.047037905,-0.048843715,1.441085264,1.48992898,"p6"
"SAA2","serum amyloid A2",0.745600055,0.443191411,3.485690058,-0.302408644,2.740090003,3.042498647,"p6"
"SAPCD2","suppressor APC domain containing 2",0.819319375,0.812072849,2.334791059,-0.007246526,1.515471684,1.52271821,"p6"
"SCIN","scinderin",-0.489105766,-0.897217682,0.326218791,-0.408111917,0.815324557,1.223436473,"p6"
"SCN8A","sodium voltage-gated channel alpha subunit 8",0.985547539,0.029708294,2.296451232,-0.955839245,1.310903693,2.266742938,"p6"
"SKA1","spindle and kinetochore associated complex subunit 1",0.087617978,0.163621905,1.754580122,0.076003927,1.666962144,1.590958217,"p6"
"SLC12A8","solute carrier family 12 member 8",0.247910474,0.312964498,1.326236577,0.065054024,1.078326103,1.013272079,"p6"
"SLC22A18AS","solute carrier family 22 member 18 antisense",0.183767855,0.637106411,2.051916173,0.453338556,1.868148317,1.414809761,"p6"
"SLC28A1","solute carrier family 28 member 1",-0.072837009,0.235086745,1.998214615,0.307923755,2.071051624,1.763127869,"p6"
"SLC29A4","solute carrier family 29 member 4",0.878998689,0.847859299,2.193845646,-0.03113939,1.314846957,1.345986347,"p6"
"SLC2A1","solute carrier family 2 member 1",0.381126741,0.555601957,2.273363376,0.174475217,1.892236635,1.717761418,"p6"
"SLC2A14","solute carrier family 2 member 14",0.245482612,0.867990201,2.153988699,0.622507589,1.908506086,1.285998497,"p6"
"SLC2A5","solute carrier family 2 member 5",0.097314554,0.253867119,1.608528171,0.156552565,1.511213618,1.354661052,"p6"
"SLC34A1","solute carrier family 34 member 1",-0.323722333,-0.13663678,1.499297908,0.187085553,1.823020241,1.635934688,"p6"
"SLC6A7","solute carrier family 6 member 7",0.09875815,0.224986829,1.242104381,0.126228679,1.143346231,1.017117552,"p6"
"SLC8A2","solute carrier family 8 member A2",0.327281329,0.19973128,1.632061438,-0.12755005,1.304780108,1.432330158,"p6"
"SMKR1","small lysine rich protein 1",-0.803319545,0.045940381,1.480331313,0.849259926,2.283650858,1.434390932,"p6"
"SOHLH2","spermatogenesis and oogenesis specific basic helix-loop-helix 2",0.40545145,0.909582877,3.500655475,0.504131426,3.095204024,2.591072598,"p6"
"SOX2","SRY-box 2",0.912885775,0.593486622,1.713243396,-0.319399153,0.800357621,1.119756774,"p6"
"SPAG5","sperm associated antigen 5",0.59984246,0.587128718,1.703234234,-0.012713742,1.103391774,1.116105516,"p6"
"SPC24","SPC24 component of NDC80 kinetochore complex",0.576863438,-0.029840842,1.499910383,-0.60670428,0.923046945,1.529751224,"p6"
"SPRED3","sprouty related EVH1 domain containing 3",0.723591621,0.271003101,1.301736263,-0.45258852,0.578144643,1.030733162,"p6"
"SRD5A1","steroid 5 alpha-reductase 1",0.398464342,0.448142279,1.474440339,0.049677937,1.075975997,1.02629806,"p6"
"SRPK3","SRSF protein kinase 3",-0.237691558,0.144573855,1.414731245,0.382265413,1.652422803,1.27015739,"p6"
"SRRM3","serine/arginine repetitive matrix 3",-0.082814318,0.633512521,1.864609409,0.716326839,1.947423727,1.231096888,"p6"
"STEAP1","STEAP family member 1",-0.019962617,0.334942041,1.501073417,0.354904658,1.521036034,1.166131377,"p6"
"STIL","STIL centriolar assembly protein",0.681141079,0.686934359,2.087041509,0.005793279,1.40590043,1.40010715,"p6"
"STRA6","stimulated by retinoic acid 6",-0.015377687,0.64323418,2.288323867,0.658611867,2.303701553,1.645089687,"p6"
"STYK1","serine/threonine/tyrosine kinase 1",0.940923553,0.818732005,2.146307743,-0.122191548,1.20538419,1.327575738,"p6"
"SULF1","sulfatase 1",-0.114359447,0.664962442,2.304476887,0.779321889,2.418836334,1.639514445,"p6"
"SULT4A1","sulfotransferase family 4A member 1",0.780267177,0.471577003,3.922363425,-0.308690174,3.142096248,3.450786422,"p6"
"SYNDIG1","synapse differentiation inducing 1",-0.243188891,0.344016773,1.379496669,0.587205664,1.622685561,1.035479897,"p6"
"TBX15","T-box 15",-0.887715059,-0.154347474,1.821573868,0.733367585,2.709288928,1.975921343,"p6"
"TCF24","transcription factor 24",0.421463768,0.858527574,3.258289809,0.437063806,2.836826041,2.399762235,"p6"
"TDO2","tryptophan 2,3-dioxygenase",0.940004345,0.862305461,1.998678907,-0.077698885,1.058674562,1.136373447,"p6"
"TENM4","teneurin transmembrane protein 4",0.076686791,0.510028279,1.516747791,0.433341488,1.440061001,1.006719512,"p6"
"THBS2","thrombospondin 2",-0.093312309,0.782550526,2.32916116,0.875862835,2.422473469,1.546610634,"p6"
"TICRR","TOPBP1 interacting checkpoint and replication regulator",0.05095908,0.22919459,1.29919207,0.178235511,1.248232991,1.06999748,"p6"
"TK1","thymidine kinase 1",0.741664712,0.41380597,1.676410183,-0.327858742,0.93474547,1.262604212,"p6"
"TLL2","tolloid like 2",0.418390934,-0.095472542,0.970597707,-0.513863476,0.552206773,1.066070249,"p6"
"TMEM179","transmembrane protein 179",0.456663668,0.345139042,2.558273392,-0.111524626,2.101609724,2.21313435,"p6"
"TNFAIP6","TNF alpha induced protein 6",-0.933600685,-0.28881286,0.832432374,0.644787826,1.766033059,1.121245234,"p6"
"TOP2A","DNA topoisomerase II alpha",0.719646876,0.809054606,2.661519528,0.089407731,1.941872652,1.852464922,"p6"
"TPO","thyroid peroxidase",-0.622199568,-0.147280399,0.940865319,0.474919169,1.563064887,1.088145717,"p6"
"TPX2","TPX2 microtubule nucleation factor",0.794546307,0.364231497,2.085392426,-0.43031481,1.290846119,1.721160929,"p6"
"TRAIP","TRAF interacting protein",-0.039742829,-0.215086061,0.868398968,-0.175343232,0.908141797,1.083485029,"p6"
"TRIP13","thyroid hormone receptor interactor 13",0.136850868,0.20573294,2.037283919,0.068882072,1.900433051,1.831550979,"p6"
"TROAP","trophinin associated protein",0.665882496,0.348068384,1.908812757,-0.317814112,1.242930261,1.560744373,"p6"
"TTK","TTK protein kinase",0.226832093,0.124547476,1.767054098,-0.102284617,1.540222004,1.642506621,"p6"
"TUBB3","tubulin beta 3 class III",0.744822127,1.214244324,3.632543128,0.469422197,2.887721,2.418298804,"p6"
"UBD","ubiquitin D",0.934740179,0.682862466,1.927940633,-0.251877713,0.993200455,1.245078168,"p6"
"UBE2C","ubiquitin conjugating enzyme E2 C",0.88708323,0.449838558,2.442507822,-0.437244671,1.555424593,1.992669264,"p6"
"UMODL1","uromodulin like 1",0.210896782,0.601002588,2.303806243,0.390105806,2.092909461,1.702803655,"p6"
"UPK1A","uroplakin 1A",0.36306679,0.506756161,1.556771348,0.143689371,1.193704559,1.050015188,"p6"
"UPK3A","uroplakin 3A",0.756473753,1.100268006,3.484206936,0.343794253,2.727733183,2.38393893,"p6"
"VCAN","versican",0.252451033,0.47187318,1.595547751,0.219422148,1.343096718,1.12367457,"p6"
"WDHD1","WD repeat and HMG-box DNA binding protein 1",0.071546097,0.211921217,1.279618497,0.14037512,1.2080724,1.06769728,"p6"
"WDR62","WD repeat domain 62",0.980719526,0.995115392,2.09666377,0.014395865,1.115944244,1.101548379,"p6"
"WISP1",NA,0.079897107,0.468563866,1.51761294,0.388666758,1.437715832,1.049049074,"p6"
"WISP3",NA,0.366322214,0.326745111,1.607918617,-0.039577103,1.241596402,1.281173505,"p6"
"XRCC2","X-ray repair cross complementing 2",0.589463154,0.762417119,2.33037475,0.172953965,1.740911597,1.567957631,"p6"
"YBX2","Y-box binding protein 2",0.095745812,0.555017282,2.491638741,0.45927147,2.39589293,1.936621459,"p6"
"ZNF648","zinc finger protein 648",0.743897097,0.952232619,2.09004514,0.208335522,1.346148043,1.137812521,"p6"
"ZNF695","zinc finger protein 695",0.636419601,1.102172165,3.426723277,0.465752564,2.790303676,2.324551111,"p6"
"ZNF730","zinc finger protein 730",0.187511716,0.425931703,1.568122067,0.238419987,1.38061035,1.142190363,"p6"
"ZP3","zona pellucida glycoprotein 3",0.105498189,0.080970653,1.137022808,-0.024527537,1.031524619,1.056052156,"p6"
"ZYG11A","zyg-11 family member A, cell cycle regulator",0.892980205,1.153324091,3.03822216,0.260343885,2.145241955,1.884898069,"p6"
"H1FOO","H1 histone family member O oocyte specific",-1.028569152,-2.214435698,-4.064193062,-1.185866545,-3.03562391,-1.849757364,"p7"
"ITLN2","intelectin 2",-1.737854972,-2.99384538,-5.295468102,-1.255990409,-3.55761313,-2.301622721,"p7"
"LY6G6F","lymphocyte antigen 6 family member G6F",-1.032038958,-2.410550581,-3.695003971,-1.378511623,-2.662965013,-1.284453389,"p7"
"ABCA8","ATP binding cassette subfamily A member 8",-1.382563278,-1.194014969,-2.255486797,0.188548308,-0.872923519,-1.061471827,"p8"
"ABCG2","ATP binding cassette subfamily G member 2 (Junior blood group)",-1.276284787,-0.756141106,-1.931266266,0.520143681,-0.654981479,-1.17512516,"p8"
"ACTN2","actinin alpha 2",-1.208744686,-0.700891293,-2.033227174,0.507853393,-0.824482488,-1.332335881,"p8"
"ADAMTS15","ADAM metallopeptidase with thrombospondin type 1 motif 15",-1.302004904,-1.36465301,-2.544761586,-0.062648107,-1.242756682,-1.180108576,"p8"
"ADAMTS8","ADAM metallopeptidase with thrombospondin type 1 motif 8",-1.562106109,-1.225441832,-2.478847367,0.336664277,-0.916741259,-1.253405535,"p8"
"ADAMTSL3","ADAMTS like 3",-1.27984145,-1.148862541,-2.305603853,0.130978909,-1.025762404,-1.156741312,"p8"
"ADCYAP1R1","ADCYAP receptor type I",-1.730754686,-1.195608521,-2.692532652,0.535146165,-0.961777966,-1.496924132,"p8"
"ADH1B","alcohol dehydrogenase 1B (class I), beta polypeptide",-1.741347811,-1.486106268,-2.924998011,0.255241543,-1.183650201,-1.438891744,"p8"
"ADIRF","adipogenesis regulatory factor",-1.886686208,-1.541946157,-2.785259709,0.34474005,-0.898573501,-1.243313552,"p8"
"ADRA1A","adrenoceptor alpha 1A",-2.138247239,-2.148436601,-3.572892822,-0.010189362,-1.434645583,-1.424456221,"p8"
"ADRA1D","adrenoceptor alpha 1D",-1.495197964,-1.365219879,-2.598580546,0.129978085,-1.103382582,-1.233360667,"p8"
"AGER","advanced glycosylation end-product specific receptor",-1.725113021,-2.000907216,-4.195842899,-0.275794195,-2.470729878,-2.194935683,"p8"
"AGTR1","angiotensin II receptor type 1",-1.207212708,-1.195785643,-2.420312817,0.011427065,-1.213100109,-1.224527174,"p8"
"ALAS2","5'-aminolevulinate synthase 2",-2.076386809,-2.246720471,-3.584997889,-0.170333662,-1.50861108,-1.338277418,"p8"
"ANKRD1","ankyrin repeat domain 1",-1.970580384,-2.072365282,-3.990590796,-0.101784898,-2.020010413,-1.918225514,"p8"
"ANKRD20A2","ankyrin repeat domain 20 family member A2",-1.887318102,-1.491378014,-2.827516512,0.395940088,-0.940198411,-1.336138498,"p8"
"ANO2","anoctamin 2",-1.699085498,-1.091066534,-2.571631156,0.608018964,-0.872545659,-1.480564623,"p8"
"ARHGAP6","Rho GTPase activating protein 6",-1.690621056,-1.278908339,-2.351310554,0.411712717,-0.660689498,-1.072402215,"p8"
"ARHGEF15","Rho guanine nucleotide exchange factor 15",-1.396069681,-1.24563407,-2.335734142,0.150435611,-0.939664461,-1.090100071,"p8"
"BEND2","BEN domain containing 2",-1.128733314,-1.128733314,-2.901322818,0,-1.772589504,-1.772589504,"p8"
"BTNL3","butyrophilin like 3",-2.126068002,-1.854063443,-2.948912277,0.272004559,-0.822844275,-1.094848834,"p8"
"BTNL9","butyrophilin like 9",-1.961175909,-1.837192502,-3.232221309,0.123983407,-1.2710454,-1.395028806,"p8"
"C10orf67","chromosome 10 open reading frame 67",-2.293774489,-2.150602685,-3.311011194,0.143171804,-1.017236705,-1.160408509,"p8"
"C20orf202","chromosome 20 open reading frame 202",-1.645001588,-1.145274803,-2.44818559,0.499726785,-0.803184002,-1.302910787,"p8"
"C2orf40",NA,-1.523665383,-0.878347369,-2.085943708,0.645318014,-0.562278325,-1.207596339,"p8"
"C8B","complement C8 beta chain",-1.946745307,-1.163263736,-2.17115898,0.783481571,-0.224413673,-1.007895244,"p8"
"CA4","carbonic anhydrase 4",-2.456063266,-2.506292061,-4.5356981,-0.050228795,-2.079634834,-2.029406039,"p8"
"CALCRL","calcitonin receptor like receptor",-1.144467007,-1.049715505,-2.133814636,0.094751502,-0.989347629,-1.084099131,"p8"
"CASP12","caspase 12 (gene/pseudogene)",-1.768672129,-1.382514426,-2.725463376,0.386157703,-0.956791248,-1.342948951,"p8"
"CAV1","caveolin 1",-1.879639924,-1.710778829,-3.244064925,0.168861095,-1.364425001,-1.533286096,"p8"
"CCBE1","collagen and calcium binding EGF domains 1",-2.02091558,-1.804486018,-2.929642225,0.216429562,-0.908726645,-1.125156207,"p8"
"CCK","cholecystokinin",-3.600537312,-2.765939754,-4.539376159,0.834597557,-0.938838847,-1.773436404,"p8"
"CCM2L","CCM2 like scaffold protein",-1.727129364,-1.4484995,-2.605088148,0.278629864,-0.877958784,-1.156588648,"p8"
"CD300LG","CD300 molecule like family member g",-2.298340924,-1.890798919,-3.994647983,0.407542005,-1.696307058,-2.103849064,"p8"
"CD36","CD36 molecule",-1.625913209,-1.826916897,-2.887973973,-0.201003688,-1.262060764,-1.061057076,"p8"
"CD5L","CD5 molecule like",-3.122823002,-2.960869593,-4.010086153,0.161953409,-0.887263151,-1.049216561,"p8"
"CDH5","cadherin 5",-1.644587063,-1.492361974,-2.500217447,0.152225089,-0.855630384,-1.007855473,"p8"
"CDO1","cysteine dioxygenase type 1",-1.87087131,-1.572567184,-2.686149098,0.298304126,-0.815277788,-1.113581914,"p8"
"CHRM1","cholinergic receptor muscarinic 1",-2.408322951,-2.092710263,-3.477010494,0.315612687,-1.068687543,-1.384300231,"p8"
"CLEC1A","C-type lectin domain family 1 member A",-1.18096572,-0.961717596,-2.075703061,0.219248124,-0.894737341,-1.113985465,"p8"
"CLEC3B","C-type lectin domain family 3 member B",-2.164595065,-2.059375753,-3.665621432,0.105219312,-1.501026366,-1.606245678,"p8"
"CLEC4M","C-type lectin domain family 4 member M",-1.508635942,-1.790427439,-3.385874043,-0.281791497,-1.877238101,-1.595446604,"p8"
"CMTM5","CKLF like MARVEL transmembrane domain containing 5",-1.537575912,-1.655654924,-2.741760757,-0.118079013,-1.204184845,-1.086105832,"p8"
"CNTFR","ciliary neurotrophic factor receptor",-1.711699256,-1.453471663,-2.90070406,0.258227593,-1.189004804,-1.447232397,"p8"
"COL6A6","collagen type VI alpha 6 chain",-1.12144303,-1.186710281,-2.580095656,-0.065267251,-1.458652626,-1.393385375,"p8"
"COLEC10","collectin subfamily member 10",-2.475908886,-1.584107102,-3.196187351,0.891801784,-0.720278465,-1.612080249,"p8"
"COX4I2","cytochrome c oxidase subunit 4I2",-1.463793712,-1.389611657,-2.563663864,0.074182055,-1.099870152,-1.174052208,"p8"
"CXorf36",NA,-1.15429476,-0.956286225,-1.986697984,0.198008535,-0.832403225,-1.03041176,"p8"
"CYP1A2","cytochrome P450 family 1 subfamily A member 2",-1.879219437,-1.767519171,-2.962596478,0.111700266,-1.083377041,-1.195077308,"p8"
"CYYR1","cysteine and tyrosine rich 1",-1.210251415,-0.857981337,-1.904821596,0.352270077,-0.694570182,-1.046840259,"p8"
"DES","desmin",-1.560516847,-1.35301005,-2.455358835,0.207506798,-0.894841988,-1.102348785,"p8"
"DNASE1L3","deoxyribonuclease 1 like 3",-1.531666812,-1.377170082,-2.813712028,0.15449673,-1.282045216,-1.436541946,"p8"
"ECSCR","endothelial cell surface expressed chemotaxis and apoptosis regulator",-1.33220772,-1.07436518,-2.106603812,0.257842539,-0.774396092,-1.032238632,"p8"
"EDN3","endothelin 3",-1.247627095,-0.894573508,-2.465515313,0.353053587,-1.217888218,-1.570941805,"p8"
"EDNRB","endothelin receptor type B",-1.579890024,-1.488531106,-2.852281706,0.091358918,-1.272391681,-1.3637506,"p8"
"EFCC1","EF-hand and coiled-coil domain containing 1",-1.918183012,-1.605059217,-2.737111865,0.313123795,-0.818928853,-1.132052648,"p8"
"EMCN","endomucin",-1.220888893,-1.03828721,-2.134086286,0.182601683,-0.913197393,-1.095799076,"p8"
"EPAS1","endothelial PAS domain protein 1",-1.416662047,-1.361623344,-2.507263796,0.055038704,-1.090601748,-1.145640452,"p8"
"FABP4","fatty acid binding protein 4",-2.970695667,-2.561771071,-3.975507192,0.408924596,-1.004811524,-1.41373612,"p8"
"FAM107A","family with sequence similarity 107 member A",-2.14343,-1.885495914,-3.516642204,0.257934086,-1.373212204,-1.63114629,"p8"
"FAT3","FAT atypical cadherin 3",-1.053047005,-0.995517552,-2.59207478,0.057529454,-1.539027775,-1.596557229,"p8"
"FCN3","ficolin 3",-2.282361572,-1.88939192,-4.061956947,0.392969652,-1.779595375,-2.172565028,"p8"
"FGF10","fibroblast growth factor 10",-1.754617688,-1.340888486,-2.798455922,0.413729202,-1.043838235,-1.457567437,"p8"
"FGFBP2","fibroblast growth factor binding protein 2",-1.878833484,-1.77739861,-3.54512654,0.101434874,-1.666293056,-1.76772793,"p8"
"FGFR4","fibroblast growth factor receptor 4",-1.746203164,-1.617952151,-2.925227534,0.128251013,-1.17902437,-1.307275383,"p8"
"FHL1","four and a half LIM domains 1",-1.617997922,-1.38589666,-2.786418578,0.232101262,-1.168420656,-1.400521918,"p8"
"FHL5","four and a half LIM domains 5",-1.04443674,-0.843759984,-2.283315695,0.200676756,-1.238878956,-1.439555711,"p8"
"FMO2","flavin containing monooxygenase 2",-1.537680555,-1.379071054,-2.405147168,0.158609501,-0.867466613,-1.026076114,"p8"
"FOLR3","folate receptor 3",-1.361332149,-1.264028352,-4.183749658,0.097303797,-2.822417509,-2.919721307,"p8"
"FXYD1","FXYD domain containing ion transport regulator 1",-1.75716341,-1.308135731,-2.34919123,0.449027679,-0.59202782,-1.041055499,"p8"
"GCOM1","GRINL1A complex locus 1",-2.076951507,-2.055868216,-3.462865283,0.021083291,-1.385913776,-1.406997068,"p8"
"GPA33","glycoprotein A33",-1.36648595,-1.288113608,-2.664171842,0.078372342,-1.297685892,-1.376058234,"p8"
"GPD1","glycerol-3-phosphate dehydrogenase 1",-1.883494468,-1.11981023,-2.516240604,0.763684238,-0.632746136,-1.396430374,"p8"
"GPM6A","glycoprotein M6A",-1.729491753,-1.866273058,-3.745424813,-0.136781306,-2.01593306,-1.879151755,"p8"
"GPR17","G protein-coupled receptor 17",-1.875647384,-1.468681628,-2.70789355,0.406965756,-0.832246167,-1.239211922,"p8"
"GRIA1","glutamate ionotropic receptor AMPA type subunit 1",-1.498975335,-1.409090912,-3.150974698,0.089884423,-1.651999363,-1.741883786,"p8"
"GRK5","G protein-coupled receptor kinase 5",-1.588630762,-1.342464567,-2.460313389,0.246166195,-0.871682627,-1.117848822,"p8"
"HBA1","hemoglobin subunit alpha 1",-2.333969438,-2.730475178,-4.511252106,-0.396505739,-2.177282667,-1.780776928,"p8"
"HBA2","hemoglobin subunit alpha 2",-2.354491395,-2.826339961,-4.514411936,-0.471848566,-2.15992054,-1.688071974,"p8"
"HBB","hemoglobin subunit beta",-2.288963974,-2.728112665,-4.452634017,-0.439148691,-2.163670043,-1.724521352,"p8"
"HBG2","hemoglobin subunit gamma 2",-2.442337232,-3.072659547,-4.146169724,-0.630322315,-1.703832492,-1.073510177,"p8"
"HBM","hemoglobin subunit mu",-2.280274856,-3.074349646,-4.378739639,-0.79407479,-2.098464783,-1.304389993,"p8"
"HBZ","hemoglobin subunit zeta",-1.116548317,-1.45580051,-2.828255579,-0.339252193,-1.711707262,-1.372455069,"p8"
"HCAR2","hydroxycarboxylic acid receptor 2",-1.619216775,-0.942866951,-2.234749387,0.676349824,-0.615532612,-1.291882436,"p8"
"HEMGN","hemogen",-1.223161654,-1.728253773,-3.325716571,-0.50509212,-2.102554918,-1.597462798,"p8"
"HIF3A","hypoxia inducible factor 3 subunit alpha",-2.084841152,-1.559510254,-2.618023554,0.525330899,-0.533182402,-1.0585133,"p8"
"HIGD1B","HIG1 hypoxia inducible domain family member 1B",-1.413592295,-1.327686921,-2.628539566,0.085905374,-1.21494727,-1.300852645,"p8"
"HSPA12B","heat shock protein family A (Hsp70) member 12B",-2.002440496,-1.648525493,-2.680721894,0.353915003,-0.678281397,-1.032196401,"p8"
